"AUSTRALIAN_APPL_NO","ABSTRACT_TEXT"
"1992010849","ABSTRACT (11) Document No. AU-A-10849/92 (19) AUSTRALIAN PATENT OFFICE (54) Title EXPANDING BAND CLA.MF WITH SLOTTED WEDGE CAMS International Patent Classification(s) (51) 5 F16L033/213 F16L 005/02 F16L041/C (21) Application No. 10849/92 (22) A Priority Data (31) Number (32) Date (33) Country 652813 08.02.91 US UNITED STATE (43) Publication Date 13.08.92 (71) Applicant(s) NPC, INC. (72) Inventor(s) WILLIAM P. GUNDY (74) Attorney or Agent CALLINAN LAWRIE Private Bag 7, KEW VIC 3101 )8 pplication Date: 10.02.92 S OF AMERICA A band assembly for effecting a seal particularly adapted for use in establishing a joint between a sewer pipe and a reinforced concrete manhole riser. The seal is affected by a tapered elastomeric tubular connector boot (20) and a damping band member (23) with an expansion mechanism Wedge followers (31,32) are loosely captured in the end sections (27,28) of the damping band (23) and lie along a circumferential center line (36) on the band Driving wedges (40,41) extend along an axis transverse to the circumferential center line The wedge followers (31,32) and wedge drivers (40,41) both have divergent edge sections that interengage and slide over one another as the driving wedges (40,41) are pulled together by a damping mechanism (30) including, in a simplest form, a nut and bolt As the driving wedges (40,41) move toward the circumferential center line they displace the wedge followers (31,32). The wedge followers (31,32) engage the end portions of the damping band (23) and force it and the connector boot (20) into a sealing relationship with the surrounding manhole riser (200). *r"
"1992010849","Claim 1. An expansion means for altering the separation between first and second end sections of a clamping system including a clamping member having a profile with a nominal radius of curvature and extending along a circumferentially extending center line with spaced first and second end sections, thereby to alter the radius of curvature of said clamping member, said expansion means including: first and second planar follower means for insertion in said first and second end sections, respectively, along said center line, each of said follower means having edges that diverge with respect to said center line, first and second wedge means lying along an axis that is transverse to said center line for controlling the separation of said follower means, each of said first and second wedge means being spaced from said center line and having edge means that diverge with respect to said transverse axis and spaced saddle means located along said transverse axis, and /2 (11) AU-B-10849/92 -2- 646142 compression means loosely captured by said saddle means for displacing said wedge means with respect to said center line whereby said adjacent divergent edge means on said wedge means engage proximate ones of the edges on said follower means for altering the separation between said first and second end sections. 8. A damping system including a damping member having a profile with a nominal radius of curvature and extending along a circumferentially extending center line with spaced first and second end sections, including expansion means for altering the separation between said first and second end sections thereby to alter the radius of curvature of said clamping member, said expansion means including: first and second planar follower means for insertion in said first and second end sections, respectively, along said center line, each of said. follower means having edges that diverge with respect to said center line, first and second wedge means lying along an axis that is transverse to said center line for controlling the separation of said follower means, each of said first and sccond wedge means being spaced from said center line and having edge means that diverge with respect to said transverse axis and spaced saddle means located along said transverse axis, and compression means loosely captured by said saddle means for displacing said wedge means with respect to said center line whereby said adjacent divergent edge means on said wedge means engage proximate ones of the edges on said follower means for altering the separation between said first and second end sections."
"1999042495","Abstract An optical lens ele- ment including a first sur- 1 face; and a second sur- I face of complementary cur- vature; at least one sur- Primary face exhibiting significant deviation in curvature from optical axis U a standard optical surface; the first and second sur- faces in combination defin- ing an optical zone exhibit- ing substantially constant mean through power along at least one meridian. UU/99333013.6 71 ABSTRACT An optical lens element including a first surface; and a second surface of complementary curvature; at least one surface exhibiting significant deviation in curvature from a standard optical surface; the first and second surfaces in combination defining an optical zone exhibiting substantially constant mean through power along at least one meridian. RA S SEC RA* *SE tV O"
"1999042496","Abstract 20 A rack apparatus for strength training has a 22 frame having a pair of spaced floor engaging mem bers (3) at one end of which there can be removable attached a first pair of upwardly directed membersR U (10), one associated with each floor engaging mem- 10 ben (3), a further pair of upwardly directed members CY (4) each removably attached to one of the floor en-0 gaging members (3), the pairs of upwardly engag- 43 ing members (10, 4) including spaced apertures (23) 1 therethrough to which can removably be connected further pieces of the apparatus. The further pieces 43 1 of apparatus include a bench, hooks for barbells (40) 4240' 12 and dip attachments. Safety bars (30) may be fitted A between the first and further pairs of upwardly di- 12 rected members so that if a barbell is dropped by a 20858 41E P23u 13 user, it is held by the safety bars. The specification s 23 er r also includes a strength training program which is 13 particularly adapted for use with the rack apparatus. gaging~~~ mebr13,th0ar6fupadyegg ing~~~2 memer (1,41nldigsae0petrs(3 therethrough ~ ~ ~ ~~ 5 towihcn5eoal7b once fourth pi c s o1h5ap rt s h f rh r p e e of apartus nclde abenh, ooksforbarblls(40 and ip ttahmets. afey brs 30) ay e ftte between~~~~~~~1 th fis8n ute ar fuwrl i rectd mmbes s tha ifa brbel isdropedby3 user, ~~ ~ ~ ~ 3 it is- hedb1h7aeybrs h pcfcto alsoincldesa stengh tiring prgra whih i FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia F1 Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin 1E Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI Cate d'Ivoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042497","Abstract A framework which includes a plurality of interlinked support members (11) which members may be either of a fixed height, or be provided with means for adjustment of the member height (50), the arrangement being such that surface panels (20) may be attached to a side of the framework, said framework being attachable to or within a substrate. FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia F1 Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'Tvoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042499","Abstract Nucleic acid molecules capable of modifying phenotypic traits in eukaryotic cells and in particular plant cells. The nucleic acid molecules of the present invention are referred to as phenotype modifying genetic sequences or PMGSs and may be used to increase and/or stabilise or otherwise facilitate expression of nucleotide sequences being expressed into a translation product or may be used to down regulate by, for example, promoting transcript degradation via mechanisms such as co-suppression. The PMGSs may also be used to inhibit, reduce or otherwise down regulate expression of a nucleotide sequence such as a eukaryotic gene, including a pathogen gene, the expression of which, results in an undesired phenotype. *(Referred to in PCT Gazette No. 16/2000, Section II)"
"1999042499","Abstract Nucleic acid molecules capable of modifying phenotypic traits in eukaryotic cells and in particular plant cells. The nucleic acid molecules of the present invention are referred to as phenotype modifying genetic sequences or PMGSs and may be used to increase and/or stabilise or otherwise facilitate expression of nucleotide sequences being expressed into a translation product or may be used to down regulate by, for example, promoting transcript degradation via mechanisms such as co-suppression. The PMGSs may also be used to inhibit, reduce or otherwise down regulate expression of a nucleotide sequence such as a eukaryotic gene, including a pathogen gene, the expression of which, results in an undesired phenotype. FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia FI Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'Tvoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042500","Abstract A waveguide having photosensitive properties is disclosed comprising: a waveguide substrate (2); a first cladding layer formed on the waveguide substrate; a UV absorbing layer (9) formed on the first cladding layer; a UV sensitive layer (4) having optical transmission properties adapted to be changed with UV irradiation, the layer formed on or closely adjacent the UV absorbing layer; and a second cladding layer, being substantially UV transparent, on the UV sensitive layer. Preferably, there is further provided a third cladding layer intermediate of the UV absorbing layer and the UV sensitive layer. The UV absorbing layer comprises a germanosilicate material. The absorbing layer can be adapted to change a physical property upon UV absorption. The UV absorbing layer can be variable thickness, the thickness being in accordance with predetermined requirements. FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia FI Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus iS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'lvoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042500","Abstract A waveguide having photosensitive properties is disclosed comprising: a waveguide substrate a first cladding layer formed on the waveguide substrate; a UV absorbing layer formed on the first cladding layer; a UV sensitive layer having optical transmission properties adapted to be changed with UV irradiation, the layer formed on or closely adjacent the UV absorbing layer; and a second cladding layer, being substantially UV transparent, on the UV sensitive layer. Preferably, there is further provided a third cladding layer intermediate of the UV absorbing layer and the UV sensitive layer. The UV absorbing layer comprises a germanosilicate material. The absorbing layer can be adapted to change a physical property upon UV absorption. The UV absorbing layer can be variable thickness, the thickness being in accordance with predetermined requirements."
"1999042503","Abstract Disclosed is a method and apparatus for inserting a data signal into an audio signal to provide a tagged signal. The method includes removing a band of frequencies centre at a predetermined notch frequency from the audio signal, spectrally shaping the data signal so that it takes on the precise shape and magnitude of the envelope of the audio signal at the removed band, and inserting the shaped data signal into the removed band of the audio signal. The method may be used to identify an audio segment or it may be used to encode the audio signal with other desired data. The method of the invention provides for the data signal to be virtually inaudible to the listener of the audio segment yet robust enough to survive severe audio signal processing. FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia FI Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'Ivoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042503","Abstract Disclosed is a method and apparatus for inserting a data signal into an audio signal to provide a tagged signal. The method includes removing a band of frequencies centred at a predetermined notch frequency from the audio signal, spectrally shaping the data signal so that it takes on the precise shape and magnitude of the envelope of the audio signal at the removed band, and inserting the shaped data signal into the removed band of the audio signal. The method may be used to identify an audio segment or it may be used to encode the audio signal with other desired data. The method of the invention provides for the data signal to be virtually inaudible to the listener of the audio segment yet robust enough to survive severe audio signal processing."
"1999042504","Abstract A gaming machine (40) having display means (41) and game control means (44) is disclosed. The game control means (44) are arranged to control images (42) displayed on the display means (41), and to play a game wherein a plurality of symbols (43) are randomly selected and displayed on the display means (41). If a winning combination results, the machine (40) pays a prize. The game is of a style that creates a matrix of symbols (43) and pays prizes 35 for the occurrence of predetermined combinations in the matrix, winning combinations being highlighted to indicate the combination to the player. The gaming machine (40) is characterised in that each winning combination is indicated to the player by creating an image of an animated line (50) which indicates each symbol (43) of the respective winning combination. 41 FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia FI Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'Ivoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042504","Abstract A gaming machine (40) having display means (41) and game control means (44) is disclosed. The game control means (44) are arranged to control images (42) displayed on the display means and to play a game wherein a plurality of symbols (43) are randomly selected and displayed on the display means If a winning combination results, the machine (40) pays a prize. The game is of a style that creates a matrix of symbols (43) and pays prizes for the occurrence of predetermined combinations in the matrix, winning combinations being highlighted to indicate the combination to the player. The gaming machine (40) is characterised in that each winning combination is indicated to the player by creating an image of an animated line (50) which indicates each symbol (43) of the respective winning combination. 457"
"1999042504","Abstract A gaming machine (40) having display means (41) and game control means (44) is disclosed. The game control means (44) are arranged to control\ images (42) displayed on the display means and to play a game wherein\ a plurality of symbols (43) are randomly selected and displayed on the display means If a winning combination results, the machine (40) pays a prize. The game is of a style that creates a matrix of symbols (43) and pays prizes for the occurrence of predetermined combinations in the matrix, winning combinations being highlighted to indicate the combination to the player. The gaming machine (40) is characterised in that each winning combination 4 is indicated to the player by creating an image of an animated line (50) which indicates each symbol (43) of the respective winning combination. 457"
"1992010850","(57) Colored building materials are produced by incorporating into the building materials inorganic pigments in the form of granulates which are free-flowing and not dust forming wherein the pigments are produced from spray dried granulates by after-granulating. Particularly good results are obtained when the after- granulation is carried out for a period of from 5 minutes to 10 hours, preferably from 15 minutes to 2 hours. It is surprisingly found that the granules do not break up under these conditions and the proportion of fine particles smaller than 100 Am is decreased and of particles larger than 100 Am is increased. The process according to the invention may advantageously be carried out at a temperature from the ambient tempera- ture to 300°C. The after-granulation is preferably carried out in drums, screws, rotary plates or similar apparatus. The after-granulated granules obtained are very free- flowing and produce substantially less dust than the granules put into the process."
"1992010850","ABSTRACT (11) Document No. AU-A-10850/92 (19) AUSTRALIAN PATENT OFFICE (54) Title PROCESS FOR THE COLORING BUILDING MATERIALS Internationl! Patent Classification(s) (51) 5 C04B 020/04 B01J 002/12 (21) Application No.: 10850/92 (22) Application Date 05.02.92 Priority Data (31) Number (32) Date (33) Country 4103531 06.02.91 DE FEDERAL REPUBLIC OF GERMANY (43) Publication Date 13.08.92 (71) Applicant(s) BAYER AKTIENGESELLSCHAFT (72) Inventor(s) BERND KROCKERT; GUNTER LINDE; MANFRED EITEL; KURT SCHAFER; KLAUS ROHBOCK (74) Attorney or Agent DAVIES COLLISON CAVE GPO Box 3876, SYDNEY NSW 2001 Colored building materials are produced by incorporating into the building materials inorganic pigments in the form of granulates which are free-flowing and not j dust forming wherein the pigments are produced from spray dried granulates by after-granulating. Particularly good results are obtained when the after- i granulation is carried out for a period of from 5 minutes to 10 hours, preferably from 15 minutes to 2 hours. It is surprisingly found that the granules do not break up under these conditions and the proportion of fine particles smaller than 100 pm is decreased and of particles larger than 100 gm is increased. The process according to the invention may advantageously be carried out at a temperature from the ambient tempera- ture to 300'C. The after-granulation is preferably carried out in drums, screws, rotary plates or similar apparatus. The after-granulated granules obtained are very free- flowing and produce substantially less dust than the granules put into the process. 1"
"1992010851","ABSTRACT (11) Document No. AU-A-10851/92 (19) AUSTRALIAN PATENT OFFICE (54) Title HIGH MOLECULAR WEIGHT POLYMETHYLENE ADIPATES International Patent Classification(s) (51) 5 C08G063/16 C09J 167/02 C09K003/10 (21) Application No.: 10851/92 (22) Application Date :11.02.92 Priority Data (31) Number (32) Date (33) Country 9102950 12.02.91 GB UNITED KINGDOM (43) Publication Date 20.08.92 (71) Applicant(s) BOSTIK AUSTRALIA PTY. LTD. (72) Inventor(s) R.T. AGGER (74) Attorney or Agent WATERMARK PATENT TRADEMARK ATTORNEYS, Locked Bag 5, HAWTHORN VIC 3122 (57) Claim 1. A tough, heat-formable synthetic resin material comprising polytetramethylene adipate and/or polypentamethylene adipate and possibly polyhexamethylene adipate with a molecular weight of at least 10,000. 6. A process for producing a synthetic resin material according to one of claims 1 to 5, by reacting butane diol and/or pentanediol and possibly hexanediol with adipic acid in the presence of an effective amount of a catalyst, with a minute excess of diol with respect to adipic acid. 12. Melt adhesives and sealants comprising a synthetic resin material according to one of claims 1 to"
"1992010852","ABSTRACT (11) Document No. AU-A-10852/92 (19) AUSTRALIAN PATENT OFFICE (54) Title IN-SITU POLYMERIZATION PROCESS FOR PRODUCTION EPOXY MICROCAPSULES International Patent Classification(s) (51) 5 B01J013/18 C08G 059/14 (21) Application No.: 10852/92 (22) Application Date: 11.02.92 Priority Data (31) Number (32) Date (33) Country 654018 12.02.91 US UNITED STATES OF AMERICA (43) Publication Date 18.03.93 (71) Applicant(s) MOORE BUSINESS FORMS, INC. (72) Inventor(s) HUNG YA CHAO (74) Attorney or Agent WATERMARK PATENT TRADEMARK ATTORNEYS Locked Bag 5, HAWTHORN VIC 3122 (57) A process for producing microcapsules by contacting an epoxy resin with a ketimine in the presence of water. The ketimine and epoxy resin are provided in a stable dispersion of droplets of a first liquid in an aqueous continuous phase of a second liquid. The ketimine is hydrolyzed at the surface of the droplets to release a reactive amine. The reactive amine contacts the epoxy iresin to form polymeric capsule walls of epoxy at the interface between the two phases. The resultant microcapsules are suitable for use in carbonless copying systems. el% f;"
"1992010852","Claim 1. A process for producing microcapsules by in-situ polymerization comprising: providing two capsule wall-forming reaction components within a first liquid, wherein said reaction components are an epoxy resin and a ketimine; and forming a stable dispersion of droplets of said first liquid in an aqueous continuous phase of a second liquid; wherein said ketimine is hydrolyzed at the surface of the droplets by contact with said aqueous continuous phase to release a-reactive amine, said reactive amine thereby contacting the epoxy resin to form polymeric capsule walls at the interface between the droplets of the first liquid and the aqueous continuous phase, the droplets of the first liquid being encapsulated in capsules of epoxy. /2 (11) AU-B-10852/92 -2- (10)641846 A process for forming microcapsules comprising; dissolving a colorless dye precursor or precursor mixture in an organic carrier solvent; mixing the resulting solution with an epoxy resin and a ketimine compound; emulsifying the resulting solution in the presence of an emulsification agent to forr an oil-in-water emulsion; the oil droplets in the emulsion thereby coming into contact with water molecules to release a reactive amine through hydrolysis of the ketimine, said reactive amine then reacting with the epoxy resin to form microcapsules having epoxy walls. 18. A process of making microcapsules for use in carbonless paper comprising: incorporating a colorless dye or precursor thereof and a carrier solvent within a capsule member, wherein said capsule member is foi.'3d by reacting an epoxy resin together with a ketimine in the presence of said colorless die, said carrier solvent and water."
"1992010853","ABSTRACT (11) Document No. AU-A-10853/92 (19) AUSTRALIAN PATENT OFFICE (54) Title ALKYL ETHER CARBOXYLIC ACID TAURIDES International Patent Classification(s) (51)s C07C309/15 C07C 303/22 C11D 001/06 (21) Application No. 10853/92 (22) Application Date 11.02.92 Priority Data (31) Number (32) Date (33) Country 4104226 12.02.91 DE FEDERAL REPUBLIC OF GERMANY (43) Publication Date 20.08.92 (71) Applicant(s) HOECHST AKTIENGESELLSCHAFT (72) Inventor(s) THOMAS GERDAU; ALWIN RENG; WALTER KUNZ (74) Attorney or Agent WATERMARK PATENT TRADEMARK ATTORNEYS, Locked Bag 5, HAWTHORN VIC 3122 (57) Claim 1. An alkyl ether carboxylic acid tauride of the formula R2 (OCz2 n-O-CH2-CO-NR 1 -C2zH-SO3 M, in which n is greater than 0, especially 1 to 12, R1 H or Ci-C 4 alkyl, especially methyl, R2 C5-C 22 alkyl, especially C10-C 2 2 alkyl, and M H, Na, K, Ca/2 or Mg/2. 2. A process for the preparation of a compound as claimed in claim 1, wherein the starting material is an alkyl ether carboxylic acid of the formula R2 (OC2H4 ,-O-CH 2-COOH, this is converted to the corresponding acid chloride and the acid chloride is reacted with an aqueous solution of a tauride of the formula NHR -C 2H4-SO 3M, under the conditions of the Schotten-Baumann reaction, to give the desired product, R1 R2 M and n being as defined in claim 1. A I rc (11)10853/92 -2- 3. Anionic surface-active substance, especially for the preparation of cleaning agents, comprising a compound of claim 1. 4. A cleaning agent, especially for cosmetic applications, for household applications or for technical purposes, containing at least one compound of claim 1. i I"
"1999042505","Abstract A method for determining the presence or absence of potential acid sulphate soils in the earth, which includes passing a time-varying current between at least one pair of current electrodes (14, 18) in the earth, measuring the potential difference between one or more pairs of locations in the earth, and evaluating DT the impedance measured to determine the presence or absence of T potential acid sulphate fohing minerals.e 10 14 14 D (75)Invntos/Apliants(fo USonl): OZOF, KevaWit inernaionl sarc reort FOR THE PURPOSES OF INFORMATION ONLY Codes used to identify States party to the PCT on the front pages of pamphlets publishing international applications under the PCT. AL Albania ES Spain LS Lesotho SI Slovenia AM Armenia FI Finland LT Lithuania SK Slovakia AT Austria FR France LU Luxembourg SN Senegal AU Australia GA Gabon LV Latvia SZ Swaziland AZ Azerbaijan GB United Kingdom MC Monaco TD Chad BA Bosnia and Herzegovina GE Georgia MD Republic of Moldova TG Togo BB Barbados GH Ghana MG Madagascar TJ Tajikistan BE Belgium GN Guinea MK The former Yugoslav TM Turkmenistan BF Burkina Faso GR Greece Republic of Macedonia TR Turkey BG Bulgaria HU Hungary ML Mali TT Trinidad and Tobago BJ Benin IE Ireland MN Mongolia UA Ukraine BR Brazil IL Israel MR Mauritania UG Uganda BY Belarus IS Iceland MW Malawi US United States of America CA Canada IT Italy MX Mexico UZ Uzbekistan CF Central African Republic JiP Japan NE Niger VN Viet Nam CG Congo KE Kenya NL Netherlands YU Yugoslavia CH Switzerland KG Kyrgyzstan NO Norway ZW Zimbabwe CI C6te d'Ivoire KP Democratic People's NZ New Zealand CM Cameroon Republic of Korea PL Poland CN China KR Republic of Korea PT Portugal CU Cuba KZ Kazakstan RO Romania CZ Czech Republic LC Saint Lucia RU Russian Federation DE Germany LI Liechtenstein SD Sudan DK Denmark LK Sri Lanka SE Sweden EE Estonia LR Liberia SG Singapore"
"1999042505","Abstract A method for determining the presence or absence of potential acid sulphate soils in the earth, which includes passing a time-varying current between at least one pair of current electrodes (14, 18) in the earth, measuring the potential difference between one or more pairs of locations in the earth, and evaluating the impedance measured to determine the presence or absence of potential acid sulphate forming minerals."
